num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S023473;27/02/2025;19:05:00;CALL. ALCALA, 161;161;4;SALAMANCA;Atropello a persona;Nublado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442868;4475244;N;
2025S023473;27/02/2025;19:05:00;CALL. ALCALA, 161;161;4;SALAMANCA;Atropello a persona;Nublado;Autobús;Peatón;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442868;4475244;N;
2025S023478;27/02/2025;19:25:00;AVDA. ASTURIAS / CALL. SINESIO DELGADO;75;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;;;440533;4480533;N;
2025S023478;27/02/2025;19:25:00;AVDA. ASTURIAS / CALL. SINESIO DELGADO;75;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;;;440533;4480533;N;
2025S023478;27/02/2025;19:25:00;AVDA. ASTURIAS / CALL. SINESIO DELGADO;75;6;TETUÁN;Colisión lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;;;440533;4480533;N;
2025S023482;27/02/2025;19:50:00;CALL. COMERCIO / CALL. GARGANTA DE LOS MONTES;14;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441956;4472462;N;
2025S023482;27/02/2025;19:50:00;CALL. COMERCIO / CALL. GARGANTA DE LOS MONTES;14;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441956;4472462;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 60 a 64 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 65 a 69 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;Autobus EMT;Pasajero;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;440506;4480095;N;
2025S023489;27/02/2025;18:12:00;CALL. ARROYO / CALL. PINOS BAJA;17;6;TETUÁN;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;Desconocido;Desconocido;;;440506;4480095;N;
2025S023501;27/02/2025;18:15:00;CALL. SOR ANGELA DE LA CRUZ / CALL. INFANTA MERCEDES;1;6;TETUÁN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440934;4479046;N;
2025S023501;27/02/2025;18:15:00;CALL. SOR ANGELA DE LA CRUZ / CALL. INFANTA MERCEDES;1;6;TETUÁN;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440934;4479046;N;
2025S023512;27/02/2025;16:00:00;CALL. CORAZON DE MARIA, 34;34;5;CHAMARTÍN;Colisión lateral;Despejado;Autobús;Conductor;De 30 a 34 años;Hombre;;;443250;4477022;N;
2025S023512;27/02/2025;16:00:00;CALL. CORAZON DE MARIA, 34;34;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;443250;4477022;N;
2025S023515;27/02/2025;20:30:00;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;2;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442695;4471435;N;
2025S023516;27/02/2025;20:45:00;PLAZA. MONCLOA (TUNEL ACCESO A AVENIDA DE LA MEMORIA);1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;438891;4476434;N;
2025S023516;27/02/2025;20:45:00;PLAZA. MONCLOA (TUNEL ACCESO A AVENIDA DE LA MEMORIA);1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;438891;4476434;N;
2025S023516;27/02/2025;20:45:00;PLAZA. MONCLOA (TUNEL ACCESO A AVENIDA DE LA MEMORIA);1;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;;;438891;4476434;N;
2025S023517;27/02/2025;20:40:00;PASEO. INFANTA ISABEL / CALL. ALFONSO XII;13;3;RETIRO;Colisión fronto-lateral;;Turismo;Conductor;De 45 a 49 años;Hombre;;;441535;4473184;N;
2025S023517;27/02/2025;20:40:00;PASEO. INFANTA ISABEL / CALL. ALFONSO XII;13;3;RETIRO;Colisión fronto-lateral;;Turismo;Conductor;De 50 a 54 años;Hombre;;;441535;4473184;N;
2025S023518;27/02/2025;17:55:00;CALL. FERNANDEZ DE LOS RIOS, 102;102;7;CHAMBERÍ;Alcance;;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439191;4476339;N;
2025S023518;27/02/2025;17:55:00;CALL. FERNANDEZ DE LOS RIOS, 102;102;7;CHAMBERÍ;Alcance;;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439191;4476339;N;
2025S023520;27/02/2025;20:25:00;AUTOV. A-5, +30000S;+30000S;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;434815;4472036;N;
2025S023525;27/02/2025;20:30:00;AVDA. ALBUFERA, 43;43;13;PUENTE DE VALLECAS;Alcance;Despejado;Autobús;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443527;4471963;N;
2025S023525;27/02/2025;20:30:00;AVDA. ALBUFERA, 43;43;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;443527;4471963;N;
2025S023525;27/02/2025;20:30:00;AVDA. ALBUFERA, 43;43;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443527;4471963;N;
2025S023528;27/02/2025;21:15:00;AUTOV. A-4, SENTIDO ENTRADA PK 4,700;+00400E;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;441960;4469787;N;
2025S023528;27/02/2025;21:15:00;AUTOV. A-4, SENTIDO ENTRADA PK 4,700;+00400E;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441960;4469787;S;
2025S023532;27/02/2025;21:10:00;CALL. GOYA / CALL. SERRANO;6;4;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 55 a 59 años;Hombre;3;Ingreso superior a 24 horas;441654;4475194;N;
2025S023532;27/02/2025;21:10:00;CALL. GOYA / CALL. SERRANO;6;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;441654;4475194;N;
2025S023546;27/02/2025;21:35:00;AEROP. TERMINAL T-1, 0;0;21;BARAJAS;Colisión lateral;;Turismo;Conductor;De 30 a 34 años;Hombre;;;451430;4479270;N;
2025S023546;27/02/2025;21:35:00;AEROP. TERMINAL T-1, 0;0;21;BARAJAS;Colisión lateral;;Turismo;Conductor;De 45 a 49 años;Hombre;;;451430;4479270;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;443300;4470379;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443300;4470379;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;443300;4470379;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443300;4470379;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;443300;4470379;N;
2025S023565;27/02/2025;18:00:00;CALL. PUERTO DE BALBARAN / CALL. VIZCONDE DE ARLESSON;45;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;14;Sin asistencia sanitaria;443300;4470379;N;
2025S023566;27/02/2025;21:25:00;AUTOV. M-30, 31XC40;31XC40;8;FUENCARRAL-EL PARDO;Colisión lateral;;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442072;4481590;N;
2025S023566;27/02/2025;21:25:00;AUTOV. M-30, 31XC40;31XC40;8;FUENCARRAL-EL PARDO;Colisión lateral;;Turismo;Conductor;De 45 a 49 años;Hombre;;;442072;4481590;N;
2025S023567;27/02/2025;21:15:00;AUTOV. M-30, 05NC60;05NC60;4;SALAMANCA;Alcance;;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;444032;4476382;N;
2025S023567;27/02/2025;21:15:00;AUTOV. M-30, 05NC60;05NC60;4;SALAMANCA;Alcance;;Turismo;Conductor;De 60 a 64 años;Hombre;;;444032;4476382;N;
2025S023568;27/02/2025;21:55:00;CALL. UNANIMIDAD, 26;26;17;VILLAVERDE;Caída;Despejado;Ciclomotor;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441513;4468110;N;
2025S023581;27/02/2025;22:30:00;CALL. ARROYO DEL OLIVAR, 81;81;13;PUENTE DE VALLECAS;Colisión lateral;;Furgoneta;Conductor;De 25 a 29 años;Hombre;;;444628;4471064;N;
2025S023581;27/02/2025;22:30:00;CALL. ARROYO DEL OLIVAR, 81;81;13;PUENTE DE VALLECAS;Colisión lateral;;Furgoneta;Pasajero;De 25 a 29 años;Hombre;;;444628;4471064;N;
2025S023581;27/02/2025;22:30:00;CALL. ARROYO DEL OLIVAR, 81;81;13;PUENTE DE VALLECAS;Colisión lateral;;Turismo;Conductor;De 60 a 64 años;Hombre;;;444628;4471064;N;
2025S023636;27/02/2025;13:30:00;ESTCE. AEROPUERTO T-4 / AUTOV. M-13;0;21;BARAJAS;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449957;4481219;N;
2025S023636;27/02/2025;13:30:00;ESTCE. AEROPUERTO T-4 / AUTOV. M-13;0;21;BARAJAS;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;449957;4481219;N;
2025S023636;27/02/2025;13:30:00;ESTCE. AEROPUERTO T-4 / AUTOV. M-13;0;21;BARAJAS;Alcance;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449957;4481219;N;
2025S023645;27/02/2025;10:40:00;CALL. DOCTOR ZAMENHOF, 22;22;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;;;446841;4477532;N;
2025S023841;27/02/2025;19:20:00;CALL. ARROYO DEL OLIVAR, 34;34;13;PUENTE DE VALLECAS;Alcance;Nublado;Otros vehículos con motor;Conductor;De 25 a 29 años;Hombre;;;443728;4471568;N;
2025S023841;27/02/2025;19:20:00;CALL. ARROYO DEL OLIVAR, 34;34;13;PUENTE DE VALLECAS;Alcance;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;;;443728;4471568;N;
2025S023865;27/02/2025;19:40:00;CALL. ALFONSO XII / PLAZA. INDEPENDENCIA;2;3;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;;;441563;4474550;N;
2025S023865;27/02/2025;19:40:00;CALL. ALFONSO XII / PLAZA. INDEPENDENCIA;2;3;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;;;441563;4474550;N;
2025S024902;27/02/2025;6:00:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 8;8;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;440409;4477557;N;
2025S023582;28/02/2025;0:05:00;AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN;17;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;441907;4478911;N;
2025S023582;28/02/2025;0:05:00;AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN;17;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441907;4478911;N;
2025S023587;28/02/2025;0:35:00;CALL. RAMON ARECES, 3;3;14;MORATALAZ;Colisión frontal;Despejado;;Conductor;Desconocido;Desconocido;;;443774;4473299;N;
2025S023587;28/02/2025;0:35:00;CALL. RAMON ARECES, 3;3;14;MORATALAZ;Colisión frontal;Despejado;VMU eléctrico;Conductor;De 45 a 49 años;Mujer;;;443774;4473299;N;
2025S023601;28/02/2025;0:45:00;AVDA. REAL DE PINTO / AUTOV. M-45;167;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439146;4464535;N;
2025S023601;28/02/2025;0:45:00;AVDA. REAL DE PINTO / AUTOV. M-45;167;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439146;4464535;N;
2025S023601;28/02/2025;0:45:00;AVDA. REAL DE PINTO / AUTOV. M-45;167;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439146;4464535;N;
2025S023601;28/02/2025;0:45:00;AVDA. REAL DE PINTO / AUTOV. M-45;167;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439146;4464535;N;
2025S023620;28/02/2025;3:20:00;AVDA. DOCTOR ARCE / CALL. RODRIGUEZ MARIN;32B;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442391;4477737;N;
2025S023620;28/02/2025;3:20:00;AVDA. DOCTOR ARCE / CALL. RODRIGUEZ MARIN;32B;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;442391;4477737;N;
2025S023620;28/02/2025;3:20:00;AVDA. DOCTOR ARCE / CALL. RODRIGUEZ MARIN;32B;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442391;4477737;N;
2025S023622;28/02/2025;3:25:00;AVDA. NICETO ALCALA ZAMORA / CALL. MANUEL AZAÑA;3;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444925;4481410;S;
2025S023626;28/02/2025;0:20:00;RONDA. ATOCHA, 14;14;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;440864;4473115;N;
2025S023626;28/02/2025;0:20:00;RONDA. ATOCHA, 14;14;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440864;4473115;N;
2025S023626;28/02/2025;0:20:00;RONDA. ATOCHA, 14;14;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;440864;4473115;N;
2025S023633;28/02/2025;7:00:00;CALL. EL SIGLO FUTURO, 11;11;11;CARABANCHEL;Alcance;;Furgoneta;Conductor;Desconocido;Desconocido;;;436748;4469873;N;
2025S023633;28/02/2025;7:00:00;CALL. EL SIGLO FUTURO, 11;11;11;CARABANCHEL;Alcance;;Turismo;Conductor;Desconocido;Desconocido;;;436748;4469873;N;
2025S023634;28/02/2025;7:00:00;LUGAR. CAÑADA REAL, 0;0;18;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;451633;4467012;N;
2025S023634;28/02/2025;7:00:00;LUGAR. CAÑADA REAL, 0;0;18;VILLA DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;451633;4467012;N;
2025S023637;28/02/2025;7:10:00;AVDA. MONTECARMELO / AVDA. MONASTERIO DE SILOS;1;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440877;4483764;N;
2025S023637;28/02/2025;7:10:00;AVDA. MONTECARMELO / AVDA. MONASTERIO DE SILOS;1;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Turismo;Peatón;De 55 a 59 años;Mujer;1;Atención en urgencias sin posterior ingreso;440877;4483764;N;
2025S023639;28/02/2025;8:40:00;CALL. TAMBRE, 35;35;5;CHAMARTÍN;Colisión lateral;Despejado;Todo terreno;Conductor;Desconocido;Desconocido;;;441682;4477661;N;
2025S023639;28/02/2025;8:40:00;CALL. TAMBRE, 35;35;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;;;441682;4477661;S;
2025S023647;28/02/2025;9:50:00;CALL. HULLA / PLAZA. METALES;21;17;VILLAVERDE;Alcance;;Furgoneta;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;442742;4465766;N;
2025S023647;28/02/2025;9:50:00;CALL. HULLA / PLAZA. METALES;21;17;VILLAVERDE;Alcance;;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;442742;4465766;N;
2025S023649;28/02/2025;10:30:00;CALL. CRISTO DE LA VICTORIA, 102;102;12;USERA;Alcance;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;;;440221;4470180;N;
2025S023649;28/02/2025;10:30:00;CALL. CRISTO DE LA VICTORIA, 102;102;12;USERA;Alcance;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;;;440221;4470180;N;
2025S023650;28/02/2025;9:40:00;CALL. JOSE PAULETE, 55;55;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;444748;4471594;N;
2025S023650;28/02/2025;9:40:00;CALL. JOSE PAULETE, 55;55;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;444748;4471594;N;
2025S023650;28/02/2025;9:40:00;CALL. JOSE PAULETE, 55;55;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;444748;4471594;N;
2025S023650;28/02/2025;9:40:00;CALL. JOSE PAULETE, 55;55;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;444748;4471594;N;
2025S023650;28/02/2025;9:40:00;CALL. JOSE PAULETE, 55;55;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;444748;4471594;N;
2025S023671;28/02/2025;10:30:00;CALL. ARROYOFRESNO, 15;15;9;MONCLOA-ARAVACA;Alcance;Despejado;Autobús;Conductor;De 45 a 49 años;Hombre;;;436939;4480621;N;
2025S023671;28/02/2025;10:30:00;CALL. ARROYOFRESNO, 15;15;9;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;;;436939;4480621;N;
2025S023677;28/02/2025;11:25:00;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;85;2;ARGANZUELA;Alcance;Nublado;Furgoneta;Conductor;De 50 a 54 años;Hombre;;;440209;4471835;N;
2025S023677;28/02/2025;11:25:00;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;85;2;ARGANZUELA;Alcance;Nublado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440209;4471835;N;
2025S023677;28/02/2025;11:25:00;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;85;2;ARGANZUELA;Alcance;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;;;440209;4471835;N;
2025S023678;28/02/2025;8:05:00;CALL. RAVENA / CALL. REPUBLICA ESLOVACA;27;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 18 a 20 años;Mujer;;;447823;4474431;N;
2025S023678;28/02/2025;8:05:00;CALL. RAVENA / CALL. REPUBLICA ESLOVACA;27;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;;;447823;4474431;N;
2025S023679;28/02/2025;10:15:00;PLAZA. EMPERADOR CARLOS V / PASEO. INFANTA ISABEL;4;2;ARGANZUELA;Alcance;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;;;441315;4473348;N;
2025S023679;28/02/2025;10:15:00;PLAZA. EMPERADOR CARLOS V / PASEO. INFANTA ISABEL;4;2;ARGANZUELA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 60 a 64 años;Mujer;;;441315;4473348;N;
2025S023689;28/02/2025;11:33:00;CALL. ALCALA, 660;660;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;;;448408;4477814;N;
2025S023689;28/02/2025;11:33:00;CALL. ALCALA, 660;660;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;448408;4477814;N;
2025S023691;28/02/2025;12:20:00;CALL. JORGE JUAN, 36;36;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442082;4475011;N;
2025S023691;28/02/2025;12:20:00;CALL. JORGE JUAN, 36;36;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 50 a 54 años;Mujer;3;Ingreso superior a 24 horas;442082;4475011;N;
2025S023691;28/02/2025;12:20:00;CALL. JORGE JUAN, 36;36;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 60 a 64 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442082;4475011;N;
2025S023695;28/02/2025;11:45:00;AVDA. EURO, 25;25;3;RETIRO;Choque contra obstáculo fijo;;Furgoneta;Conductor;De 25 a 29 años;Hombre;;;436574;4468517;N;
2025S023695;28/02/2025;11:45:00;AVDA. EURO, 25;25;3;RETIRO;Choque contra obstáculo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;436574;4468517;N;
2025S023697;28/02/2025;13:39:00;AUTOV. M-30, 23XC80;23XC80;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;436688;4479271;N;
2025S023697;28/02/2025;13:39:00;AUTOV. M-30, 23XC80;23XC80;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;436688;4479271;N;
2025S023713;28/02/2025;12:20:00;CALL. JOSE ORTEGA Y GASSET, 25;25;4;SALAMANCA;Colisión lateral;Despejado;Furgoneta;Conductor;De 35 a 39 años;Hombre;;;441944;4475748;N;
2025S023713;28/02/2025;12:20:00;CALL. JOSE ORTEGA Y GASSET, 25;25;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;441944;4475748;N;
2025S023714;28/02/2025;12:56:00;CALL. PRINCIPE DE VERGARA / CALL. GOYA;21;4;SALAMANCA;Colisión lateral;Despejado;Ciclomotor;Conductor;De 25 a 29 años;Hombre;;;442306;4475132;N;
2025S023714;28/02/2025;12:56:00;CALL. PRINCIPE DE VERGARA / CALL. GOYA;21;4;SALAMANCA;Colisión lateral;Despejado;Maquinaria de obras;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442306;4475132;N;
2025S023715;28/02/2025;13:40:00;CALL. SERVANDO BATANERO / CALL. LEDESMA;36;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;;;445127;4475657;N;
